Gender,Degree,Specialization,CollegeState,collegeGPA,CollegeCityTier,GraduationYear,10percentage,12graduation,12percentage,CollegeTier,Salary
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,78,1,2014,77,2010,72.2,2,230000
m,B.Tech/B.E.,information technology,Rajasthan,60,1,2011,62,2007,61,2,415000
m,M.Tech./M.E.,computer science & engineering,Uttar Pradesh,78,0,2013,76,2007,77,2,215000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,74.2,1,2013,81.5,2009,58,2,205000
m,B.Tech/B.E.,information technology,Uttar Pradesh,69.73,0,2011,65.5,2007,60.8,2,500000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,61.4,0,2011,63,2006,56,2,390000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,61.38,0,2014,54.6,2010,49.6,2,180000
m,B.Tech/B.E.,chemical engineering,Punjab,75,0,2010,90.2,2006,82.4,1,375000
m,B.Tech/B.E.,electronics and electrical engineering,Punjab,78.84,0,2013,73.6,2009,77.8,2,200000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,78,1,2014,85,2010,94,1,300000
m,B.Tech/B.E.,information technology,Uttar Pradesh,63.42,0,2013,71.5,2007,64.5,2,335000
m,B.Tech/B.E.,information technology,Madhya Pradesh,70.3,0,2013,69,2009,65.2,2,420000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,65.15,1,2012,78.4,2007,75.2,2,200000
f,B.Tech/B.E.,computer engineering,Punjab,67,0,2013,83,2009,74,2,240000
f,B.Tech/B.E.,computer science & engineering,Chhattisgarh,70.1,0,2013,70,2009,68.8,2,120000
m,B.Tech/B.E.,computer engineering,Karnataka,75.73,1,2010,86.8,2006,78.2,2,500000
f,B.Tech/B.E.,electronics and communication engineering,Delhi,72.4,1,2013,81.4,2008,79.6,2,310000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,87.5,1,2012,81.9,2008,89.3,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,65.8,0,2011,87.04,2007,81.66,2,290000
f,MCA,computer application,Jharkhand,90,0,2011,81.6,2005,77.6,1,350000
m,B.Tech/B.E.,information technology,Haryana,71.8,0,2014,78.33,2010,61.6,1,325000
f,B.Tech/B.E.,biotechnology,Tamil Nadu,73,1,2012,74.8,2008,64.4,2,235000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,70.1,0,2015,90,2011,88.3,2,325000
m,B.Tech/B.E.,instrumentation and control engineering,West Bengal,84.4,0,2010,72.5,2004,58.6,2,1300000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,60,0,2012,84,2008,68,2,225000
f,B.Tech/B.E.,electronics & telecommunications,Uttar Pradesh,71.2,0,2014,89.6,2010,74.6,2,100000
f,B.Tech/B.E.,information technology,Maharashtra,63.7,1,2010,93.4,2006,75,2,300000
f,B.Tech/B.E.,information technology,Uttar Pradesh,65,0,2013,88.36,2009,74.12,2,355000
f,B.Tech/B.E.,computer engineering,Haryana,77,0,2012,90.4,2007,87,2,430000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,68,0,2013,71,2009,63,2,240000
f,B.Tech/B.E.,electronics and communication engineering,Orissa,76,0,2014,79.14,2009,70.2,2,115000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,69,0,2013,72,2009,62,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Orissa,78,0,2012,80,2007,62.6,2,95000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,74.3,1,2011,80.2,2007,77.6,1,350000
f,B.Tech/B.E.,electronics and electrical engineering,Orissa,78.7,0,2011,84.5,2007,82.66,2,345000
m,B.Tech/B.E.,computer science & engineering,Haryana,61.8,0,2014,83.6,2010,73.4,2,315000
m,B.Tech/B.E.,computer science & engineering,Delhi,68,1,2013,70.8,2008,64,1,350000
m,B.Tech/B.E.,computer science & engineering,Delhi,76,1,2014,88.4,2010,86.4,1,325000
f,MCA,computer application,Maharashtra,71,0,2013,73,2007,56,2,190000
f,B.Tech/B.E.,computer engineering,Uttar Pradesh,73,0,2012,94.2,2008,90.4,2,465000
m,B.Tech/B.E.,computer science & engineering,Uttarakhand,84,0,2014,85.4,2010,71.6,2,500000
m,B.Tech/B.E.,electronics & telecommunications,West Bengal,73,1,2013,78.25,2009,74.25,2,415000
m,B.Tech/B.E.,computer science & engineering,Haryana,83,0,2013,76,2008,63,2,140000
m,B.Tech/B.E.,computer science & engineering,Uttarakhand,82.67,0,2014,85.4,2010,67.8,2,350000
m,B.Tech/B.E.,information technology,Haryana,68.26,0,2014,72,2010,80.75,2,320000
m,B.Tech/B.E.,computer engineering,Rajasthan,73,1,2013,86,2009,76,2,420000
f,B.Tech/B.E.,computer science & engineering,Telangana,67.4,1,2013,71.1,2009,67.4,2,145000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,61.92,0,2012,83.33,2008,81.4,2,150000
m,B.Tech/B.E.,computer science & engineering,Delhi,68,1,2013,65,2008,62,1,420000
m,B.Tech/B.E.,information technology,Uttar Pradesh,69.43,0,2013,78.2,2009,63.6,2,180000
m,B.Tech/B.E.,computer engineering,Delhi,69,1,2013,85.6,2009,86,1,400000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,75.6,0,2012,92.66,2008,95.8,2,440000
m,B.Tech/B.E.,computer science & engineering,Telangana,80.6,1,2013,91,2009,91,2,240000
m,B.Tech/B.E.,computer engineering,Telangana,69.03,1,2012,81,2008,88.7,2,405000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,70.87,0,2013,78.57,2009,71.52,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,60.9,0,2014,86.5,2010,90.7,1,310000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,73,0,2014,82,2010,80,2,325000
f,B.Tech/B.E.,electronics and communication engineering,Telangana,74,1,2011,87,2007,94,2,440000
m,B.Tech/B.E.,computer engineering,Karnataka,65.02,0,2012,79.4,2008,67.6,2,405000
m,B.Tech/B.E.,electronics and computer engineering,Andhra Pradesh,71,0,2013,86.3,2009,89.7,2,240000
m,B.Tech/B.E.,information technology,West Bengal,74.3,1,2014,73,2010,68.4,2,145000
f,B.Tech/B.E.,biotechnology,Uttar Pradesh,76.5,0,2014,84.6,2008,75,2,170000
m,B.Tech/B.E.,computer engineering,Delhi,80.8,1,2013,91,2009,86.8,1,265000
m,B.Tech/B.E.,information technology,Uttar Pradesh,69.91,0,2013,60.2,2008,66.8,2,440000
m,B.Tech/B.E.,computer science & engineering,Haryana,62.37,0,2013,76.2,2009,67.6,2,325000
m,B.Tech/B.E.,electronics and communication engineering,Kerala,68,0,2012,86.5,2007,87.5,2,355000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,77,1,2013,92.5,2009,83.5,2,600000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,61.73,0,2012,73.33,2007,70.2,2,430000
f,B.Tech/B.E.,information technology,Orissa,74,0,2011,83,2007,74.4,2,380000
m,B.Tech/B.E.,electrical engineering,Uttar Pradesh,69,0,2011,58,2006,67,2,320000
f,B.Tech/B.E.,electronics and communication engineering,Rajasthan,72.2,1,2012,78.8,2008,74.6,2,140000
f,B.Tech/B.E.,information technology,Karnataka,85.8,0,2012,90.4,2007,81.6,2,320000
m,B.Tech/B.E.,information technology,Haryana,61.5,0,2010,52.09,2006,55.5,2,280000
m,B.Tech/B.E.,mechanical engineering,Uttarakhand,66.17,0,2014,69.85,2010,65.2,2,120000
m,MCA,computer application,Punjab,72,0,2014,75,2008,67,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Kerala,69.42,0,2014,80,2010,84,2,120000
m,B.Tech/B.E.,computer engineering,Punjab,66.6,0,2012,76.8,2008,65,2,250000
m,B.Tech/B.E.,electronics & telecommunications,Orissa,71.3,0,2012,82,2008,62.7,2,310000
f,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,75.27,0,2014,84.2,2010,86.3,2,100000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,70.3,0,2013,62,2007,73.8,2,280000
m,MCA,computer application,Uttar Pradesh,77.04,0,2014,66.5,2007,68.77,2,105000
m,MCA,computer application,Uttar Pradesh,78.16,0,2014,64.4,2008,68,2,220000
f,B.Tech/B.E.,electronics and communication engineering,Haryana,62,0,2014,83.4,2009,80,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Bihar,90.01,0,2012,80.7,2008,75.11,1,610000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71.78,0,2013,69.17,2009,65,2,240000
m,B.Tech/B.E.,mechanical engineering,Karnataka,72.19,0,2012,72,2007,73.6,2,400000
m,B.Tech/B.E.,information technology,Uttar Pradesh,73.5,0,2011,75.6,2006,73.6,2,725000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,87.1,0,2012,90.4,2009,97.5,2,500000
m,B.Tech/B.E.,electronics and electrical engineering,Telangana,61.14,1,2012,64.33,2008,52.9,2,100000
m,B.Tech/B.E.,information technology,Haryana,71.54,0,2014,82.4,2010,71.4,2,320000
m,B.Tech/B.E.,mechanical engineering,Maharashtra,55,1,2013,87.4,2008,63,1,775000
m,B.Tech/B.E.,information technology,Telangana,70,1,2014,77,2009,91.7,2,305000
m,B.Tech/B.E.,computer engineering,Punjab,62,0,2014,83,2008,73,2,120000
f,B.Tech/B.E.,electrical engineering,West Bengal,76,0,2011,67.4,2007,65.6,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,66,0,2013,59,2009,55,2,240000
m,M.Tech./M.E.,computer science & engineering,West Bengal,72.5,0,2014,77.12,2006,56.9,2,100000
m,B.Tech/B.E.,computer science & engineering,Telangana,64,1,2012,63,2008,60,2,170000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,66,0,2014,85.83,2010,69.33,2,200000
m,M.Tech./M.E.,other,Maharashtra,69,1,2015,74.67,2008,69.5,2,150000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,64,0,2013,63.4,2008,66.6,2,310000
m,B.Tech/B.E.,computer science & engineering,West Bengal,67.2,1,2014,71.5,2009,62,2,100000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,68,0,2013,66,2008,64,2,350000
m,B.Tech/B.E.,mechanical engineering,Maharashtra,67.93,0,2013,69.69,2009,68,2,100000
f,B.Tech/B.E.,computer engineering,West Bengal,78,1,2012,93.67,2007,72.6,2,450000
m,B.Tech/B.E.,computer science & engineering,Orissa,74.3,0,2012,75.4,2008,62.4,2,360000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,73.2,0,2014,79.6,2010,93.9,2,325000
m,B.Tech/B.E.,computer engineering,Punjab,64,0,2012,64,2007,63,2,50000
f,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,75,1,2013,83,2009,76,2,200000
m,B.Tech/B.E.,computer engineering,Telangana,71.44,0,2012,92.66,2008,95.6,2,235000
f,MCA,computer application,Telangana,73,1,2013,74,2007,65,2,100000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,75,0,2013,80,2009,79,2,130000
m,B.Tech/B.E.,information technology,Uttar Pradesh,71.11,0,2011,65.33,2008,76.24,2,430000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,82.7,0,2015,92.4,2010,74,2,320000
m,B.Tech/B.E.,information technology,Maharashtra,67,0,2013,85.6,2009,82,2,220000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,71.04,1,2014,59,2010,87.7,2,120000
f,B.Tech/B.E.,information technology,Uttar Pradesh,79,0,2013,76,2009,74,2,385000
m,B.Tech/B.E.,computer engineering,Punjab,60,0,2014,74,2009,62,2,220000
m,B.Tech/B.E.,electronics and electrical engineering,Telangana,75.3,1,2014,86,2010,85.4,2,300000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,69.54,0,2013,65,2008,64.8,2,120000
m,B.Tech/B.E.,computer engineering,Delhi,72,1,2012,89.8,2007,73.4,1,520000
f,B.Tech/B.E.,computer engineering,Uttar Pradesh,72,0,2012,72.6,2008,77.16,1,300000
m,B.Tech/B.E.,information technology,Madhya Pradesh,65,0,2012,77,2008,65,2,180000
m,B.Tech/B.E.,information technology,Maharashtra,54,1,2011,65,2007,67,2,280000
m,B.Tech/B.E.,electronics & telecommunications,Orissa,74,0,2013,63.8,2009,62.33,2,150000
m,MCA,computer application,West Bengal,83.52,1,2012,75.62,2006,59,2,100000
m,B.Tech/B.E.,computer science & engineering,Haryana,65,0,2012,78,2008,76,2,280000
m,B.Tech/B.E.,electrical engineering,Karnataka,69.4,0,2013,85.4,2008,68,1,330000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,75,1,2013,70.2,2009,73.2,2,180000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,66.5,0,2012,76,2008,69.89,2,520000
f,B.Tech/B.E.,electrical engineering,Maharashtra,63.83,0,2012,69,2007,69.83,2,300000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,62,0,2012,85,2009,85.88,2,415000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,66.5,0,2012,81.66,2007,80,2,215000
m,B.Tech/B.E.,information technology,Madhya Pradesh,68.53,0,2013,76,2009,77.2,2,310000
m,B.Tech/B.E.,computer engineering,Tamil Nadu,73,0,2010,78.3,2006,85.6,2,240000
m,B.Tech/B.E.,information technology,Uttar Pradesh,69.62,0,2013,76.2,2008,60.2,2,195000
m,B.Tech/B.E.,information technology,Tamil Nadu,82.6,0,2012,87.2,2008,79.8,2,430000
m,B.Tech/B.E.,computer engineering,Telangana,68.75,1,2011,77,2007,83.7,2,400000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,73.59,0,2012,83.33,2009,85.6,2,450000
m,MCA,computer application,Telangana,69.06,1,2013,79.2,2007,69.7,2,105000
m,B.Tech/B.E.,computer science & engineering,Karnataka,68.71,1,2014,85.6,2010,80.4,2,275000
f,B.Tech/B.E.,information technology,Uttar Pradesh,70,0,2013,68,2009,64,2,250000
f,B.Tech/B.E.,computer engineering,Telangana,74,1,2012,85,2008,89,2,280000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,68.8,1,2012,85.3,2008,97.4,2,425000
m,B.Tech/B.E.,computer science & engineering,Maharashtra,63,0,2014,78.3,2010,70.67,2,300000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,65.8,0,2012,52,2006,55,2,335000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,64.34,0,2013,80.6,2008,65.2,2,300000
m,MCA,computer application,Andhra Pradesh,77.43,0,2010,72.5,2004,72.4,2,500000
m,B.Tech/B.E.,computer science & engineering,Uttarakhand,75.3,0,2014,74,2010,70,2,280000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,77.01,1,2012,77.22,2008,75.66,2,335000
f,B.Tech/B.E.,information technology,Uttar Pradesh,72.3,0,2014,80.6,2010,88,2,200000
m,B.Tech/B.E.,information technology,Tamil Nadu,70.3,1,2014,68.5,2010,64.5,2,305000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,71.45,0,2013,86.6,2009,85.8,2,480000
f,MCA,computer application,Uttar Pradesh,64,0,2011,55,2005,65,2,120000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,72,0,2014,74,2009,78,2,305000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,65.6,0,2014,74,2010,85,2,330000
m,B.Tech/B.E.,mechanical engineering,Karnataka,65.9,0,2014,80.64,2010,76.5,2,100000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,69.29,0,2014,78.6,2010,80,2,305000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,67,0,2011,81,2007,77,2,225000
m,B.Tech/B.E.,computer science & engineering,Orissa,90,0,2014,96,2010,79.5,2,325000
m,B.Tech/B.E.,information technology,Uttar Pradesh,68.88,0,2010,73.3,2005,75.6,2,555000
m,B.Tech/B.E.,information technology,Madhya Pradesh,69.5,0,2013,64,2009,62,2,210000
m,B.Tech/B.E.,electronics and communication engineering,Uttarakhand,81.4,0,2012,80.6,2008,76,2,450000
m,B.Tech/B.E.,electronics and electrical engineering,Jharkhand,80.6,0,2013,94.2,2009,89.8,2,315000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,75,0,2013,79,2009,90,2,325000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,73.03,1,2012,76.2,2008,72.8,2,225000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,75,0,2013,82.8,2009,89.2,2,310000
m,B.Tech/B.E.,electrical engineering,Andhra Pradesh,73,0,2013,78.6,2009,88.5,2,200000
m,B.Tech/B.E.,computer engineering,Karnataka,72.39,1,2012,65.56,2008,55.54,2,350000
f,B.Tech/B.E.,computer science & engineering,Karnataka,82.3,0,2013,94.24,2009,91,2,305000
m,B.Tech/B.E.,information technology,Uttarakhand,61,0,2013,86,2009,65,2,110000
m,B.Tech/B.E.,computer engineering,Madhya Pradesh,66.3,0,2009,72,2005,61.2,2,415000
m,B.Tech/B.E.,information technology,Tamil Nadu,80.01,0,2014,83.6,2010,89.91,2,325000
m,B.Tech/B.E.,information technology,Andhra Pradesh,62,0,2011,80.2,2007,91.9,2,290000
m,B.Tech/B.E.,mechanical engineering,Haryana,73,0,2013,82.2,2009,82.4,2,245000
f,B.Tech/B.E.,computer engineering,Madhya Pradesh,80,0,2013,77.8,2009,79.4,2,360000
f,B.Tech/B.E.,computer engineering,Uttar Pradesh,76.3,0,2012,79,2008,62.2,2,325000
f,B.Tech/B.E.,computer science & engineering,Rajasthan,80.6,1,2014,93,2010,89.4,1,300000
m,B.Tech/B.E.,computer engineering,Karnataka,73,1,2013,76,2008,79,2,415000
m,B.Tech/B.E.,computer science & engineering,Haryana,66.7,0,2013,66.6,2008,58.2,2,280000
m,B.Tech/B.E.,electrical engineering,Karnataka,65.24,1,2013,89.12,2009,65,2,200000
m,B.Tech/B.E.,information technology,Orissa,76,0,2014,88.8,2010,70.04,2,325000
f,B.Tech/B.E.,computer science & engineering,Orissa,68,0,2014,74,2011,73,2,180000
f,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,73,0,2011,88,2007,88,2,480000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,71.08,0,2014,66.6,2010,67.3,2,180000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,72,1,2014,62.5,2008,60,2,165000
m,B.Tech/B.E.,information science engineering,Karnataka,60.96,1,2014,75,2010,49,2,120000
f,B.Tech/B.E.,computer science & engineering,Uttarakhand,75.6,0,2014,75.6,2010,84,2,325000
m,B.Tech/B.E.,computer engineering,Rajasthan,68.52,1,2011,86.33,2007,86.8,2,360000
m,B.Tech/B.E.,computer engineering,Haryana,72.68,0,2012,89.4,2008,82.4,2,265000
f,B.Tech/B.E.,electronics & telecommunications,Orissa,81,0,2014,96.8,2010,92.3,2,300000
m,B.Tech/B.E.,information science engineering,Karnataka,65,1,2014,81,2009,67,2,240000
m,B.Tech/B.E.,electronics and instrumentation engineering,Uttar Pradesh,63.2,0,2011,73.4,2006,67,2,300000
m,B.Tech/B.E.,information technology,Rajasthan,62,1,2013,69,2007,61,2,200000
m,MCA,computer application,Delhi,82,1,2012,59.7,2005,54,2,180000
m,B.Tech/B.E.,information technology,Uttar Pradesh,68.5,0,2012,77,2007,60.2,2,405000
m,B.Tech/B.E.,electrical engineering,West Bengal,76.1,0,2013,79,2008,74,2,170000
m,B.Tech/B.E.,electrical engineering,Haryana,74.96,0,2013,92.83,2009,88,2,565000
m,B.Tech/B.E.,information technology,Tamil Nadu,79,0,2012,86,2008,75,2,540000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,72.4,0,2014,89,2010,82.2,2,420000
m,B.Tech/B.E.,electronics and electrical engineering,Andhra Pradesh,71.67,0,2011,83,2007,87.3,2,500000
f,MCA,computer application,Karnataka,76.5,1,2013,70.4,2006,53.6,2,180000
f,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,69.3,0,2014,80,2010,91.7,2,145000
f,B.Tech/B.E.,computer science & engineering,Rajasthan,75,1,2013,79,2008,73,2,100000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,76.6,0,2011,83.3,2007,83.3,2,110000
m,B.Tech/B.E.,mechanical and automation,Delhi,76.26,1,2014,82.6,2010,88,1,325000
f,B.Tech/B.E.,computer engineering,Madhya Pradesh,73.5,0,2012,83,2008,82,2,375000
f,MCA,computer application,Telangana,69,1,2010,61,2004,53,2,1200000
m,B.Tech/B.E.,computer engineering,Uttarakhand,79.56,0,2012,91.4,2007,93,2,515000
f,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,80.3,0,2013,84,2009,87,2,60000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,65,1,2014,70,2010,74,2,150000
m,B.Tech/B.E.,computer science & engineering,Punjab,72,0,2014,79.4,2009,60.2,2,450000
m,B.Tech/B.E.,computer engineering,Meghalaya,57,0,2010,70.5,2005,54.5,2,175000
m,B.Tech/B.E.,information technology,Uttar Pradesh,63.5,0,2014,64.4,2009,65.6,2,150000
m,B.Tech/B.E.,computer engineering,Tamil Nadu,80.27,0,2010,93.4,2006,89.08,2,415000
f,B.Tech/B.E.,computer engineering,Telangana,74.1,1,2013,91.5,2009,93.8,1,270000
f,B.Tech/B.E.,electronics and communication engineering,Orissa,79,0,2014,86.67,2010,74.3,2,325000
f,B.Tech/B.E.,computer science & engineering,Delhi,68,1,2013,87,2009,64,2,240000
f,B.Tech/B.E.,electronics & telecommunications,Maharashtra,60.68,1,2010,62.26,2007,78.88,2,100000
f,B.Tech/B.E.,electronics and communication engineering,Karnataka,67.76,1,2011,93.43,2007,55.66,2,475000
m,MCA,computer application,Madhya Pradesh,70,0,2009,77,2002,66,2,680000
f,B.Tech/B.E.,applied electronics and instrumentation,West Bengal,82.5,1,2014,82,2010,71.4,2,175000
m,B.Tech/B.E.,electronics & telecommunications,Orissa,90,0,2013,86,2008,87.4,2,325000
m,B.Tech/B.E.,electronics and communication engineering,Rajasthan,64.53,1,2011,81.5,2006,73.69,2,150000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,73.2,1,2014,88.5,2010,94.1,2,140000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,70,0,2012,77,2007,64,2,315000
m,B.Tech/B.E.,mechanical engineering,Andhra Pradesh,72,0,2013,79.2,2008,71.9,2,335000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,69.76,0,2013,80,2008,59,2,150000
m,B.Tech/B.E.,mechanical engineering,Tamil Nadu,79.75,0,2013,79.28,2008,68.55,2,240000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,68.64,0,2010,78,2006,77,2,250000
